,Date, Close, Volume, Open, High, Low,Symbol
160,2020/02/25,159.98 ,86452400,169.80 ,171.32 ,157.40 ,TSLA
161,2020/02/24,166.76 ,75960800,167.80 ,172.70 ,164.44 ,TSLA
162,2020/02/21,180.20 ,71697250,181.40 ,182.61 ,176.09 ,TSLA
163,2020/02/20,179.88 ,88174450,182.39 ,182.40 ,171.99 ,TSLA
164,2020/02/19,183.48 ,127114800,184.70 ,188.96 ,180.20 ,TSLA
165,2020/02/18,171.68 ,83491850,168.32 ,172 ,166.47 ,TSLA
166,2020/02/14,160.01 ,78468550,157.44 ,162.59 ,157.10 ,TSLA
167,2020/02/13,160.80 ,131446750,148.37 ,163.60 ,147 ,TSLA
168,2020/02/12,153.46 ,60112350,155.57 ,157.95 ,152.67 ,TSLA
169,2020/02/11,154.88 ,58487350,153.76 ,156.70 ,151.60 ,TSLA
170,2020/02/10,154.26 ,123445800,160 ,164.00 ,150.48 ,TSLA
171,2020/02/07,149.61 ,85317600,146.11 ,153.95 ,146 ,TSLA
172,2020/02/06,149.79 ,199403750,139.98 ,159.17 ,137.40 ,TSLA
173,2020/02/05,146.94 ,242119200,164.65 ,169.20 ,140.82 ,TSLA
174,2020/02/04,177.41 ,304693800,176.59 ,193.80 ,166.78 ,TSLA
175,2020/02/03,156 ,236167500,134.74 ,157.23 ,134.70 ,TSLA
176,2020/01/31,130.11 ,78596350,128 ,130.60 ,126.50 ,TSLA
177,2020/01/30,128.16 ,145028400,126.48 ,130.18 ,123.60 ,TSLA
178,2020/01/29,116.20 ,91083350,115.14 ,117.96 ,113.49 ,TSLA
179,2020/01/28,113.38 ,58942450,113.70 ,115.36 ,111.62 ,TSLA
180,2020/01/27,111.60 ,68040350,108.40 ,112.89 ,107.86 ,TSLA
181,2020/01/24,112.96 ,71768000,114.13 ,114.77 ,110.85 ,TSLA
182,2020/01/23,114.44 ,98255200,112.85 ,116.40 ,111.12 ,TSLA
183,2020/01/22,113.91 ,156845150,114.38 ,118.90 ,111.82 ,TSLA
184,2020/01/21,109.44 ,89017350,106.05 ,109.72 ,105.68 ,TSLA
185,2020/01/17,102.10 ,68145350,101.52 ,103.13 ,100.63 ,TSLA
186,2020/01/16,102.70 ,108683250,98.75 ,102.89 ,98.43 ,TSLA
187,2020/01/15,103.70 ,86844150,105.95 ,107.57 ,103.36 ,TSLA
188,2020/01/14,107.58 ,145306900,108.85 ,109.48 ,104.98 ,TSLA
189,2020/01/13,104.97 ,133172750,98.70 ,105.13 ,98.40 ,TSLA
190,2020/01/10,95.63 ,64884150,96.36 ,96.99 ,94.74 ,TSLA
191,2020/01/09,96.27 ,142315950,99.42 ,99.76 ,94.57 ,TSLA
192,2020/01/08,98.43 ,155996950,94.74 ,99.70 ,93.65 ,TSLA
193,2020/01/07,93.81 ,91045700,92.28 ,94.33 ,90.67 ,TSLA
194,2020/01/06,90.31 ,50787500,88.09 ,90.31 ,88 ,TSLA
195,2020/01/03,88.60 ,88973500,88.10 ,90.80 ,87.38 ,TSLA
196,2020/01/02,86.05 ,47791930,84.90 ,86.14 ,84.34 ,TSLA
197,2019/12/31,83.67 ,51462300,81 ,84.26 ,80.42 ,TSLA
198,2019/12/30,82.94 ,63006350,85.76 ,85.80 ,81.85 ,TSLA
199,2019/12/27,86.08 ,49784135,87 ,87.06 ,85.22 ,TSLA
200,2019/12/26,86.19 ,53241450,85.58 ,86.70 ,85.27 ,TSLA
201,2019/12/24,85.05 ,40273600,83.67 ,85.09 ,82.54 ,TSLA
202,2019/12/23,83.84 ,66664100,82.36 ,84.40 ,82 ,TSLA
203,2019/12/20,81.12 ,73926050,82.06 ,82.60 ,80.04 ,TSLA
204,2019/12/19,80.81 ,90601550,79.46 ,81.37 ,79.30 ,TSLA
205,2019/12/18,78.63 ,70681950,76.13 ,79.04 ,76.12 ,TSLA
206,2019/12/17,75.80 ,42518875,75.80 ,77.10 ,75.18 ,TSLA
207,2019/12/16,76.30 ,91104700,72.51 ,76.72 ,72.50 ,TSLA
208,2019/12/13,71.68 ,32871405,72.21 ,73.04 ,70.93 ,TSLA
209,2019/12/12,71.94 ,38881055,70.98 ,72.55 ,70.65 ,TSLA
210,2019/12/11,70.54 ,34595810,70.38 ,71.44 ,70.22 ,TSLA
211,2019/12/10,69.77 ,44199755,67.99 ,70.15 ,67.86 ,TSLA
212,2019/12/09,67.91 ,45201085,67.32 ,68.89 ,67.02 ,TSLA
213,2019/12/06,67.18 ,38094685,67 ,67.77 ,66.95 ,TSLA
214,2019/12/05,66.07 ,18684880,66.57 ,66.88 ,65.45 ,TSLA
215,2019/12/04,66.61 ,27681275,67.55 ,67.57 ,66.57 ,TSLA
216,2019/12/03,67.24 ,33067380,66.52 ,67.58 ,66.44 ,TSLA
217,2019/12/02,66.97 ,30409930,65.88 ,67.28 ,65.74 ,TSLA
218,2019/11/29,65.99 ,12328145,66.22 ,66.25 ,65.50 ,TSLA
219,2019/11/27,66.26 ,27817295,66.22 ,66.79 ,65.71 ,TSLA
220,2019/11/26,65.78 ,39781195,67.05 ,67.10 ,65.42 ,TSLA
221,2019/11/25,67.27 ,61728850,68.86 ,68.91 ,66.89 ,TSLA
222,2019/11/22,66.61 ,84353200,68.03 ,68.20 ,66 ,TSLA
223,2019/11/21,70.97 ,30550065,70.90 ,72.17 ,70.80 ,TSLA
224,2019/11/20,70.44 ,33669825,72 ,72.24 ,69.91 ,TSLA
225,2019/11/19,71.90 ,38680390,70.35 ,72.00 ,69.56 ,TSLA
226,2019/11/18,70.00 ,22042525,70.58 ,70.63 ,69.22 ,TSLA
227,2019/11/15,70.43 ,24062815,70.13 ,70.56 ,69.67 ,TSLA
228,2019/11/14,69.87 ,32358515,69.22 ,70.77 ,68.58 ,TSLA
229,2019/11/13,69.22 ,42339315,71 ,71.27 ,69.04 ,TSLA
230,2019/11/12,69.99 ,36796915,69.38 ,70.07 ,68.81 ,TSLA
231,2019/11/11,69.02 ,49968445,68.79 ,69.84 ,68.40 ,TSLA
232,2019/11/08,67.43 ,30371105,66.90 ,67.49 ,66.50 ,TSLA
233,2019/11/07,67.11 ,72336750,65.83 ,68.30 ,65.60 ,TSLA
234,2019/11/06,65.32 ,39704660,63.60 ,65.34 ,62.90 ,TSLA
235,2019/11/05,63.44 ,34717085,63.92 ,64.70 ,63.22 ,TSLA
236,2019/11/04,63.49 ,43935200,62.96 ,64.39 ,61.85 ,TSLA
237,2019/11/01,62.66 ,31919645,63.26 ,63.30 ,61.96 ,TSLA
238,2019/10/31,62.98 ,25334780,62.62 ,63.80 ,62.60 ,TSLA
239,2019/10/30,63.00 ,48209050,62.60 ,63.76 ,61.99 ,TSLA
240,2019/10/29,63.24 ,63421350,64.00 ,64.86 ,62.95 ,TSLA
241,2019/10/28,65.54 ,94351450,65.51 ,68.17 ,64.52 ,TSLA
242,2019/10/25,65.63 ,150030450,59.54 ,66 ,59.22 ,TSLA
243,2019/10/24,59.94 ,149096150,59.67 ,60.99 ,57.84 ,TSLA
244,2019/10/23,50.94 ,56080900,50.90 ,51.23 ,50.27 ,TSLA
245,2019/10/22,51.12 ,23125475,50.86 ,51.67 ,50.17 ,TSLA
246,2019/10/21,50.70 ,25540505,51.67 ,51.90 ,50.04 ,TSLA
247,2019/10/18,51.39 ,28768330,52.14 ,52.56 ,51.02 ,TSLA
248,2019/10/17,52.39 ,23895215,52.50 ,52.96 ,52.03 ,TSLA
249,2019/10/16,51.95 ,33521515,51.48 ,52.42 ,51.38 ,TSLA
250,2019/10/15,51.58 ,32397280,51.54 ,52 ,50.82 ,TSLA
251,2019/10/14,51.39 ,51134300,49.58 ,51.71 ,49.43 ,TSLA
0,2020/10/12,221.68 ,5775833,226.20 ,227 ,221.35 ,ROKU
1,2020/10/09,223.95 ,7254511,226.05 ,226.83 ,221.63 ,ROKU
2,2020/10/08,223.84 ,12767710,221.96 ,228.33 ,219.33 ,ROKU
3,2020/10/07,212.55 ,5165809,207.95 ,214.26 ,207.50 ,ROKU
4,2020/10/06,204.83 ,5504880,203.76 ,208.96 ,202.66 ,ROKU
5,2020/10/05,204.16 ,5171513,201.39 ,204.94 ,197.95 ,ROKU
6,2020/10/02,200 ,7415315,195.37 ,203.56 ,194.80 ,ROKU
7,2020/10/01,200.34 ,9732140,192.83 ,200.47 ,192.70 ,ROKU
8,2020/09/30,188.80 ,6795956,187.89 ,193.55 ,185.86 ,ROKU
9,2020/09/29,187.87 ,6243442,186.20 ,190.34 ,183.22 ,ROKU
10,2020/09/28,186.29 ,5653581,185 ,189.01 ,181.66 ,ROKU
11,2020/09/25,182.43 ,8288036,182.67 ,186.96 ,176.63 ,ROKU
12,2020/09/24,178.27 ,10836110,183.57 ,184.97 ,177.68 ,ROKU
13,2020/09/23,187.25 ,18585120,193.49 ,200.73 ,185 ,ROKU
14,2020/09/22,193.79 ,20693160,187.38 ,195.36 ,182.50 ,ROKU
15,2020/09/21,188.82 ,35514980,166.05 ,189.80 ,163.54 ,ROKU
16,2020/09/18,160.47 ,9286668,165.23 ,165.78 ,157.54 ,ROKU
17,2020/09/17,164.67 ,6320792,165.86 ,168.13 ,161.36 ,ROKU
18,2020/09/16,169.99 ,8092496,168 ,174.19 ,167.71 ,ROKU
19,2020/09/15,168.52 ,10223590,162.72 ,170.44 ,161.77 ,ROKU
20,2020/09/14,157.73 ,5009864,157.06 ,160.20 ,155.40 ,ROKU
21,2020/09/11,155.46 ,5037086,160.75 ,161.50 ,152.62 ,ROKU
22,2020/09/10,159.44 ,5310831,162.24 ,168.60 ,158.93 ,ROKU
23,2020/09/09,161.18 ,6125401,166.07 ,166.80 ,159.08 ,ROKU
24,2020/09/08,162.63 ,11271260,155.08 ,170.44 ,155 ,ROKU
25,2020/09/04,159.91 ,7218555,165 ,167.42 ,150.38 ,ROKU
26,2020/09/03,166.90 ,8175479,172.18 ,176.48 ,165.08 ,ROKU
27,2020/09/02,178.32 ,8279562,183.76 ,183.76 ,171.03 ,ROKU
28,2020/09/01,179.27 ,10575670,177.00 ,185.44 ,176.63 ,ROKU
29,2020/08/31,173.48 ,10227090,172.51 ,175.51 ,168.06 ,ROKU
30,2020/08/28,172.85 ,26709830,162 ,177.54 ,161.50 ,ROKU
31,2020/08/27,160.97 ,7424980,162.59 ,166.15 ,157.86 ,ROKU
32,2020/08/26,164.28 ,17714780,151.61 ,167.17 ,151.13 ,ROKU
33,2020/08/25,147.77 ,3577572,148 ,148.72 ,145.86 ,ROKU
34,2020/08/24,148.58 ,4350896,149.50 ,149.70 ,145.60 ,ROKU
35,2020/08/21,147.13 ,3544280,148.95 ,150.56 ,146.60 ,ROKU
36,2020/08/20,148.89 ,4492910,147.31 ,151.89 ,146.42 ,ROKU
37,2020/08/19,147.37 ,4333671,149 ,150.89 ,146.17 ,ROKU
38,2020/08/18,149.85 ,5945820,147.30 ,152.19 ,146.51 ,ROKU
39,2020/08/17,145.71 ,4907425,147.77 ,148.27 ,143.36 ,ROKU
40,2020/08/14,146.85 ,3854973,150.85 ,152.50 ,146.20 ,ROKU
41,2020/08/13,149.97 ,5544661,148.62 ,152.01 ,146.81 ,ROKU
42,2020/08/12,146.98 ,10277180,151.45 ,153.85 ,146.66 ,ROKU
43,2020/08/11,146.41 ,5630840,149.28 ,152.25 ,143.21 ,ROKU
44,2020/08/10,150.41 ,6280343,157.42 ,157.79 ,147.56 ,ROKU
45,2020/08/07,156.39 ,15904120,154.45 ,164.73 ,153.39 ,ROKU
46,2020/08/06,153.87 ,19647040,159.57 ,160.50 ,150.05 ,ROKU
47,2020/08/05,165.42 ,12796110,164.85 ,169.14 ,163.75 ,ROKU
48,2020/08/04,166.44 ,8704308,164.23 ,168.15 ,163.31 ,ROKU
49,2020/08/03,161.82 ,8886606,158.36 ,163.42 ,156.62 ,ROKU
50,2020/07/31,154.89 ,8087277,153.61 ,158.27 ,151.12 ,ROKU
51,2020/07/30,150.35 ,3458186,150.16 ,154.02 ,149.24 ,ROKU
52,2020/07/29,151.57 ,4599213,150 ,154.42 ,149.20 ,ROKU
53,2020/07/28,148.75 ,5496831,154.39 ,155.95 ,148.50 ,ROKU
54,2020/07/27,155.97 ,5140619,153.34 ,156.58 ,151.55 ,ROKU
55,2020/07/24,151.17 ,4891509,147.24 ,153.10 ,145.17 ,ROKU
56,2020/07/23,150.16 ,7138757,152.22 ,158.47 ,148.04 ,ROKU
57,2020/07/22,152.17 ,3576100,153.53 ,156 ,150.82 ,ROKU
58,2020/07/21,153.36 ,9381667,152.78 ,159.06 ,150.22 ,ROKU
59,2020/07/20,150.46 ,6177844,148.78 ,151.63 ,146.58 ,ROKU
60,2020/07/17,148.36 ,6527409,150.99 ,153.71 ,147.95 ,ROKU
61,2020/07/16,153.31 ,8910187,152.72 ,157.28 ,149.48 ,ROKU
62,2020/07/15,154.21 ,9203160,150.98 ,155.88 ,147.59 ,ROKU
63,2020/07/14,150.36 ,12712260,149.51 ,156.36 ,142.15 ,ROKU
64,2020/07/13,149.06 ,18541460,158.99 ,166.18 ,147.42 ,ROKU
65,2020/07/10,153.05 ,24628170,147.82 ,159.88 ,147.26 ,ROKU
66,2020/07/09,149.69 ,25309440,136.50 ,149.98 ,136.28 ,ROKU
67,2020/07/08,133.76 ,6408142,131.88 ,135.14 ,130.70 ,ROKU
68,2020/07/07,130.42 ,7458937,131.69 ,135.81 ,129.40 ,ROKU
69,2020/07/06,132.03 ,10413880,130.86 ,135.97 ,128.66 ,ROKU
70,2020/07/02,128.65 ,12158070,128.47 ,132.50 ,125.20 ,ROKU
71,2020/07/01,128.39 ,15001830,117.30 ,129.44 ,116.35 ,ROKU
72,2020/06/30,116.53 ,5845926,115.10 ,117.87 ,113.88 ,ROKU
73,2020/06/29,115.05 ,12073780,122.40 ,123.21 ,112.11 ,ROKU
74,2020/06/26,122.55 ,7984056,124.82 ,126.55 ,120.26 ,ROKU
75,2020/06/25,123.60 ,4810116,123 ,125 ,120.57 ,ROKU
76,2020/06/24,123.35 ,8242087,127.13 ,129.93 ,120.42 ,ROKU
77,2020/06/23,127.88 ,8997654,131 ,132.42 ,127.33 ,ROKU
78,2020/06/22,129.78 ,13285640,129.50 ,134.81 ,128.51 ,ROKU
79,2020/06/19,128.50 ,18937190,128.17 ,132.17 ,124.75 ,ROKU
80,2020/06/18,127.79 ,19343500,117.75 ,129.19 ,117.73 ,ROKU
81,2020/06/17,117.32 ,14462360,119.48 ,123.10 ,115.78 ,ROKU
82,2020/06/16,120.81 ,17193430,109.81 ,120.85 ,107.70 ,ROKU
83,2020/06/15,107.49 ,5940034,107.17 ,107.64 ,103.94 ,ROKU
84,2020/06/12,108.07 ,7460366,108.81 ,110.16 ,105.30 ,ROKU
85,2020/06/11,106.95 ,8314027,108.69 ,114.92 ,106.24 ,ROKU
86,2020/06/10,113.80 ,8123735,114.49 ,116.28 ,110.22 ,ROKU
87,2020/06/09,113.25 ,9760459,112.44 ,115.17 ,108.60 ,ROKU
88,2020/06/08,112.95 ,9120362,105.53 ,113.02 ,103.97 ,ROKU
89,2020/06/05,104.38 ,10496240,103.95 ,104.50 ,100.19 ,ROKU
90,2020/06/04,102.93 ,11763660,104 ,107.75 ,101.80 ,ROKU
91,2020/06/03,103.96 ,13477490,111 ,111.35 ,103.90 ,ROKU
92,2020/06/02,110.82 ,6356971,113.72 ,114.38 ,108.87 ,ROKU
93,2020/06/01,112.95 ,6974119,109.17 ,114.20 ,108.40 ,ROKU
94,2020/05/29,109.51 ,6830394,109.85 ,112.12 ,107.31 ,ROKU
95,2020/05/28,109.20 ,7472425,105.63 ,110.84 ,104.88 ,ROKU
96,2020/05/27,106.56 ,7960772,107.34 ,109.09 ,101.56 ,ROKU
97,2020/05/26,107.59 ,8255852,110.21 ,111.66 ,107.30 ,ROKU
98,2020/05/22,108.51 ,11992020,111.63 ,114.40 ,107.62 ,ROKU
99,2020/05/21,114.70 ,7715740,116.36 ,116.56 ,112.07 ,ROKU
100,2020/05/20,117.04 ,8665556,118.50 ,119.92 ,114.25 ,ROKU
101,2020/05/19,116.02 ,6676783,118.87 ,119.99 ,115.03 ,ROKU
102,2020/05/18,118.45 ,9362843,114.53 ,120.09 ,114.52 ,ROKU
103,2020/05/15,112.93 ,9708498,115.82 ,116.79 ,112.48 ,ROKU
104,2020/05/14,116.60 ,12161100,117.50 ,120.70 ,115.06 ,ROKU
105,2020/05/13,117.56 ,18672260,128.28 ,128.55 ,114.60 ,ROKU
106,2020/05/12,127.16 ,11524270,132.69 ,134.98 ,126.68 ,ROKU
107,2020/05/11,132.18 ,14463850,125.02 ,132.88 ,124.60 ,ROKU
108,2020/05/08,126.66 ,29648140,125.57 ,133.67 ,124.35 ,ROKU
109,2020/05/07,137.50 ,22127780,131.20 ,138.79 ,130.28 ,ROKU
110,2020/05/06,127.52 ,10567090,123.54 ,128.95 ,122.51 ,ROKU
111,2020/05/05,123.49 ,9657805,126.30 ,126.77 ,121.77 ,ROKU
112,2020/05/04,124.30 ,14551630,113.46 ,124.33 ,112.69 ,ROKU
113,2020/05/01,114.02 ,9717854,119.55 ,122 ,111.36 ,ROKU
114,2020/04/30,121.23 ,8027682,119.17 ,124.50 ,118.70 ,ROKU
115,2020/04/29,119.52 ,8984944,119.19 ,122.86 ,116.65 ,ROKU
116,2020/04/28,119.36 ,13001590,126.05 ,127.26 ,118.51 ,ROKU
117,2020/04/27,128.63 ,6580570,126.30 ,130.36 ,125.32 ,ROKU
118,2020/04/24,124.83 ,7635995,124.86 ,126.02 ,121.64 ,ROKU
119,2020/04/23,123.06 ,11360860,123 ,128.40 ,122.21 ,ROKU
120,2020/04/22,122.19 ,12271220,124.43 ,125.73 ,119.25 ,ROKU
121,2020/04/21,123.56 ,19014500,131.75 ,132.74 ,118.12 ,ROKU
122,2020/04/20,130.04 ,18823120,127.85 ,135.47 ,127.35 ,ROKU
123,2020/04/17,126.80 ,20691750,123.68 ,128.01 ,118.56 ,ROKU
124,2020/04/16,128 ,38289480,117 ,132.40 ,115.10 ,ROKU
125,2020/04/15,113 ,18210720,102.42 ,114.32 ,101.97 ,ROKU
126,2020/04/14,106.53 ,22987860,107.99 ,108.60 ,102.42 ,ROKU
127,2020/04/13,96.56 ,8648443,92.50 ,96.80 ,91.07 ,ROKU
128,2020/04/09,92.45 ,7271763,90.10 ,94.10 ,89.13 ,ROKU
129,2020/04/08,87.81 ,6446886,88.90 ,92.15 ,87.52 ,ROKU
130,2020/04/07,87.80 ,6192990,92.85 ,93.68 ,86.56 ,ROKU
131,2020/04/06,89.49 ,7148433,83.71 ,90.44 ,83.50 ,ROKU
132,2020/04/03,81.46 ,4738109,82.28 ,83.34 ,79.38 ,ROKU
133,2020/04/02,82.53 ,5268774,81.41 ,84.62 ,80.75 ,ROKU
134,2020/04/01,82.42 ,8694551,84.98 ,86.50 ,81.64 ,ROKU
135,2020/03/31,87.48 ,9175507,89.16 ,94.70 ,87.08 ,ROKU
136,2020/03/30,89.61 ,7899543,88.95 ,90.85 ,86.15 ,ROKU
137,2020/03/27,87.45 ,9820742,87.40 ,89.50 ,83.13 ,ROKU
138,2020/03/26,89.75 ,15247800,93.20 ,96.44 ,87 ,ROKU
139,2020/03/25,94.85 ,15629750,97.85 ,100 ,88.88 ,ROKU
140,2020/03/24,97.20 ,17774350,96.50 ,101.78 ,92.10 ,ROKU
141,2020/03/23,89.46 ,18705860,77.37 ,90.44 ,74.77 ,ROKU
142,2020/03/20,76.13 ,13755050,76.52 ,80.08 ,73.16 ,ROKU
143,2020/03/19,74.12 ,13199830,69.47 ,75.54 ,67.22 ,ROKU
144,2020/03/18,67.50 ,19522020,64.79 ,74.85 ,61.50 ,ROKU
145,2020/03/17,69.46 ,24859200,60.30 ,75.79 ,58.22 ,ROKU
146,2020/03/16,63.84 ,14455800,74.70 ,76.47 ,63.59 ,ROKU
147,2020/03/13,80.95 ,11943990,82.71 ,83.48 ,74.25 ,ROKU
148,2020/03/12,78.81 ,13580470,80.65 ,86.64 ,78.80 ,ROKU
149,2020/03/11,90.63 ,8764425,96.38 ,97.35 ,89.15 ,ROKU
150,2020/03/10,97.30 ,9694177,101.06 ,101.06 ,92.75 ,ROKU
151,2020/03/09,96.26 ,10503220,91 ,101.95 ,90.40 ,ROKU
152,2020/03/06,102.02 ,11841520,104.35 ,105.30 ,98.60 ,ROKU
153,2020/03/05,106.44 ,8623366,108.20 ,110.08 ,105.66 ,ROKU
154,2020/03/04,109.61 ,8881232,110.01 ,110.45 ,105.65 ,ROKU
155,2020/03/03,108.62 ,11612320,113.98 ,114.75 ,106.42 ,ROKU
156,2020/03/02,114.67 ,9298131,115.49 ,116.16 ,111.33 ,ROKU
157,2020/02/28,113.67 ,12392760,107 ,114.12 ,106 ,ROKU
158,2020/02/27,110.03 ,15852130,106.88 ,115.20 ,105.57 ,ROKU
159,2020/02/26,112.71 ,9769336,118.29 ,119.36 ,112.33 ,ROKU
160,2020/02/25,118.67 ,14532960,119.48 ,120.49 ,113.06 ,ROKU
161,2020/02/24,116.99 ,16435530,110.30 ,118 ,108.05 ,ROKU
162,2020/02/21,119.38 ,12571070,122.95 ,123.75 ,118.24 ,ROKU
163,2020/02/20,124.08 ,15397010,127.25 ,127.79 ,121.12 ,ROKU
164,2020/02/19,126.56 ,17247330,129.22 ,131.60 ,126.40 ,ROKU
165,2020/02/18,127.15 ,19482380,131.66 ,133.55 ,125.24 ,ROKU
166,2020/02/14,130.25 ,63567840,149.19 ,151.20 ,127.40 ,ROKU
167,2020/02/13,139.05 ,20641430,139.50 ,141.71 ,138.36 ,ROKU
168,2020/02/12,138.29 ,12578190,140.28 ,141.30 ,137.03 ,ROKU
169,2020/02/11,137 ,19907970,135.71 ,142.45 ,134.10 ,ROKU
170,2020/02/10,132.21 ,13483880,124.99 ,133.37 ,124.80 ,ROKU
171,2020/02/07,124.25 ,5447809,126.30 ,127.60 ,123.90 ,ROKU
172,2020/02/06,126.16 ,6425818,126.40 ,129.02 ,124.23 ,ROKU
173,2020/02/05,125.94 ,8797366,133.46 ,133.51 ,125.02 ,ROKU
174,2020/02/04,131.03 ,7994370,129.10 ,132.79 ,128.77 ,ROKU
175,2020/02/03,127.50 ,10128880,123.90 ,129.48 ,123.20 ,ROKU
176,2020/01/31,120.95 ,16948040,129.10 ,129.53 ,120.35 ,ROKU
177,2020/01/30,130.64 ,4472493,127.56 ,130.88 ,126.80 ,ROKU
178,2020/01/29,128.88 ,5818648,130.44 ,131.80 ,128.62 ,ROKU
179,2020/01/28,129.61 ,8173072,127.30 ,130.29 ,125.01 ,ROKU
180,2020/01/27,126.21 ,9239393,127.53 ,128.52 ,123.78 ,ROKU
181,2020/01/24,130.09 ,8488058,133.92 ,135.66 ,128.79 ,ROKU
182,2020/01/23,134.07 ,8818755,132.18 ,134.99 ,129.55 ,ROKU
183,2020/01/22,132.43 ,11829950,137.52 ,140.50 ,132.31 ,ROKU
184,2020/01/21,136.63 ,12801120,132.15 ,137.50 ,131.23 ,ROKU
185,2020/01/17,130.38 ,9173506,131.25 ,131.60 ,128.38 ,ROKU
186,2020/01/16,131.07 ,11227330,132.87 ,134.27 ,128.40 ,ROKU
187,2020/01/15,132.50 ,7642676,132.87 ,136.06 ,132.13 ,ROKU
188,2020/01/14,133.42 ,11165070,134.04 ,137.13 ,131.12 ,ROKU
189,2020/01/13,133.93 ,18471280,130.23 ,135 ,126.30 ,ROKU
190,2020/01/10,128.40 ,13453460,132.64 ,133 ,128.10 ,ROKU
191,2020/01/09,133.79 ,12642460,135.67 ,138.77 ,131.24 ,ROKU
192,2020/01/08,134.64 ,11314840,137.11 ,137.93 ,132.85 ,ROKU
193,2020/01/07,138.19 ,11779530,144.01 ,144.23 ,137.91 ,ROKU
194,2020/01/06,143.37 ,14432740,136.26 ,144.55 ,135.75 ,ROKU
195,2020/01/03,137.51 ,8645170,134.51 ,138.89 ,134 ,ROKU
196,2020/01/02,137.10 ,9941860,135.99 ,137.33 ,133.58 ,ROKU
197,2019/12/31,133.90 ,13780360,128.75 ,134.85 ,127.22 ,ROKU
198,2019/12/30,131.60 ,14494280,137.50 ,138.75 ,130.60 ,ROKU
199,2019/12/27,139.52 ,13326950,144.94 ,145.10 ,139 ,ROKU
200,2019/12/26,144.60 ,14677300,146.69 ,149.49 ,143.82 ,ROKU
201,2019/12/24,145.57 ,11084700,141.30 ,146.72 ,140.50 ,ROKU
202,2019/12/23,140.14 ,10815810,137.01 ,141.25 ,136.08 ,ROKU
203,2019/12/20,136.89 ,12726700,140.14 ,141.87 ,136.35 ,ROKU
204,2019/12/19,137.73 ,13771990,134.39 ,141 ,133.80 ,ROKU
205,2019/12/18,134.44 ,9450115,136.03 ,137.59 ,133.93 ,ROKU
206,2019/12/17,135.28 ,16017920,136.49 ,137.74 ,132.80 ,ROKU
207,2019/12/16,138.35 ,19700730,134 ,138.51 ,127.53 ,ROKU
208,2019/12/13,132.49 ,17473030,138.30 ,142.84 ,132.16 ,ROKU
209,2019/12/12,139.57 ,16739130,144.73 ,144.88 ,136.81 ,ROKU
210,2019/12/11,145.70 ,9539369,147.98 ,148.72 ,144.67 ,ROKU
211,2019/12/10,147.09 ,11143150,146.40 ,149.27 ,145.30 ,ROKU
212,2019/12/09,145.54 ,12591960,143.95 ,148.03 ,143.61 ,ROKU
213,2019/12/06,144.26 ,15788460,148.60 ,149.79 ,143.13 ,ROKU
214,2019/12/05,148.34 ,15842540,152.47 ,153.35 ,147.55 ,ROKU
215,2019/12/04,150.58 ,26260110,149 ,151.97 ,144.05 ,ROKU
216,2019/12/03,144.63 ,27532310,138.06 ,145.89 ,136.52 ,ROKU
217,2019/12/02,136.07 ,48174440,145.85 ,146.68 ,132.40 ,ROKU
218,2019/11/29,160.37 ,7526777,160.88 ,163.44 ,159.30 ,ROKU
219,2019/11/27,161.64 ,19115500,167.05 ,168.85 ,159.61 ,ROKU
220,2019/11/26,164.28 ,16055740,158.95 ,164.42 ,157.60 ,ROKU
221,2019/11/25,158.08 ,14386880,160.76 ,162.47 ,157.51 ,ROKU
222,2019/11/22,158.75 ,14853060,158.60 ,160.58 ,154.56 ,ROKU
223,2019/11/21,155.91 ,21586340,159.70 ,163.33 ,154.13 ,ROKU
224,2019/11/20,158.93 ,26617630,152.21 ,160.99 ,151.17 ,ROKU
225,2019/11/19,153.91 ,31464770,153.45 ,158 ,147.51 ,ROKU
226,2019/11/18,160.12 ,27647310,157.30 ,165.10 ,153.56 ,ROKU
227,2019/11/15,157.30 ,26600100,151.70 ,158.23 ,149.80 ,ROKU
228,2019/11/14,148.70 ,26222960,142 ,150.04 ,141.19 ,ROKU
229,2019/11/13,142.37 ,20654070,134.48 ,142.45 ,133.06 ,ROKU
230,2019/11/12,135.35 ,24287750,130.08 ,135.80 ,130.08 ,ROKU
231,2019/11/11,129.21 ,20702970,120.80 ,129.55 ,120.28 ,ROKU
232,2019/11/08,121.94 ,19221270,119.20 ,123.56 ,118.70 ,ROKU
233,2019/11/07,118.46 ,52683910,118.75 ,128.38 ,116.26 ,ROKU
234,2019/11/06,141.05 ,21711920,138.65 ,143.95 ,136.81 ,ROKU
235,2019/11/05,139.57 ,11789380,140.47 ,142.65 ,136.71 ,ROKU
236,2019/11/04,140.51 ,20088780,147.15 ,148.85 ,137.45 ,ROKU
237,2019/11/01,146.50 ,10946600,148.44 ,148.70 ,143.41 ,ROKU
238,2019/10/31,147.20 ,13249350,149.43 ,151.30 ,143.36 ,ROKU
239,2019/10/30,149.43 ,10916470,147.74 ,151.48 ,146.84 ,ROKU
240,2019/10/29,147.24 ,16095060,146.10 ,149.51 ,143.68 ,ROKU
241,2019/10/28,146.88 ,24073200,137 ,148.17 ,136.40 ,ROKU
242,2019/10/25,133.74 ,11485720,129.15 ,134.10 ,127.30 ,ROKU
